,taskset,name,wcet,wcet_high,period,criticality
144,7,T4,2.6358075295504046,2.6358075295504046,850,LO
145,7,T5,15.689749222851358,31.379498445702716,400,HI
146,7,T6,42.74848711254134,42.74848711254134,325,LO
147,7,T7,20.136205669892938,40.272411339785876,275,HI
148,7,T8,0.623331644585895,0.623331644585895,50,LO
149,7,T9,2.1540228090474596,2.1540228090474596,500,LO
150,7,T10,1.037207716942705,2.07441543388541,250,HI
151,7,T11,29.479357441135242,58.958714882270485,900,HI
152,7,T12,1.492153649196469,2.984307298392938,475,HI
153,7,T13,1.1021470886555085,2.204294177311017,350,HI
154,7,T14,1.8116375402126086,1.8116375402126086,125,LO
155,7,T15,2.11590534563752,4.23181069127504,100,HI
156,7,T16,36.45877481086616,36.45877481086616,575,LO
157,7,T17,55.553721415753515,111.10744283150703,875,HI
158,7,T18,3.0938093482092652,3.0938093482092652,75,LO
159,7,T19,0.1533427270264441,0.3066854540528882,125,HI
160,8,T0,34.806088305140925,69.61217661028185,825,HI
161,8,T1,7.345230902554026,7.345230902554026,275,LO
162,8,T2,17.462237781576896,34.92447556315379,200,HI
163,8,T3,3.3376691159127336,6.675338231825467,400,HI
164,8,T4,2.5504805929757177,5.100961185951435,150,HI
165,8,T5,3.2313871021236897,6.4627742042473795,225,HI
166,8,T6,33.22700920447952,66.45401840895904,525,HI
167,8,T7,22.444351240351423,22.444351240351423,400,LO
168,8,T8,6.044194923312052,12.088389846624104,300,HI
169,8,T9,54.90617698724082,54.90617698724082,825,LO
170,8,T10,1.3137975386070226,1.3137975386070226,950,LO
171,8,T11,4.857530364013905,9.71506072802781,775,HI
172,8,T12,4.990375826036864,4.990375826036864,175,LO
173,8,T13,33.64967348436532,67.29934696873065,825,HI
174,8,T14,1.1214016951197698,2.2428033902395397,325,HI
175,8,T15,29.8108576968639,59.6217153937278,725,HI
176,8,T16,11.654438482849336,11.654438482849336,375,LO
177,8,T17,5.174239462779684,10.348478925559368,800,HI
178,8,T18,2.831424837235627,2.831424837235627,250,LO
179,8,T19,82.92984250268351,82.92984250268351,650,LO
180,9,T0,1.4246026398404417,2.8492052796808833,375,HI
181,9,T1,12.650783427990575,25.30156685598115,700,HI
182,9,T2,1.691436969569457,1.691436969569457,575,LO
183,9,T3,53.64958318736553,107.29916637473106,725,HI
184,9,T4,7.658347504598318,15.316695009196636,100,HI
185,9,T5,7.357672452848566,14.715344905697131,225,HI
186,9,T6,15.212507930582525,30.42501586116505,650,HI
187,9,T7,3.784752158393703,3.784752158393703,750,LO
188,9,T8,5.848062395114639,5.848062395114639,200,LO
189,9,T9,6.405671982652117,6.405671982652117,200,LO
190,9,T10,13.904014768466327,13.904014768466327,300,LO
191,9,T11,62.398527598331384,62.398527598331384,900,LO
192,9,T12,91.66013096551126,91.66013096551126,925,LO
193,9,T13,8.704522045842058,17.409044091684116,350,HI
194,9,T14,3.8705631959859534,7.741126391971907,125,HI
195,9,T15,15.044353930892362,15.044353930892362,425,LO
196,9,T16,6.754934038783595,6.754934038783595,300,LO
197,9,T17,13.010692164926713,26.021384329853426,550,HI
198,9,T18,3.3703578747082465,3.3703578747082465,200,LO
199,9,T19,17.407327410340407,34.814654820680815,525,HI
200,10,T0,1.307866808485958,2.615733616971916,850,HI
201,10,T1,21.93378853659632,21.93378853659632,450,LO
202,10,T2,92.12008814061373,184.24017628122746,425,HI
203,10,T3,15.023082992332212,15.023082992332212,575,LO
204,10,T4,0.013816411311923238,0.013816411311923238,100,LO
205,10,T5,2.7176963554423725,5.435392710884745,525,HI
206,10,T6,30.86033042978656,61.72066085957312,825,HI
207,10,T7,2.229748373964688,4.459496747929376,225,HI
208,10,T8,6.7473237179748455,13.494647435949691,250,HI
209,10,T9,5.934845153030382,5.934845153030382,475,LO
210,10,T10,2.838922559642559,5.677845119285118,325,HI
211,10,T11,6.181807730304494,6.181807730304494,75,LO
212,10,T12,66.20478509578344,132.40957019156687,925,HI
213,10,T13,10.993471854688853,21.986943709377705,775,HI
214,10,T14,19.539212107794384,19.539212107794384,875,LO
215,10,T15,50.555734904761415,101.11146980952283,975,HI
216,10,T16,0.6788567863054953,1.3577135726109906,450,HI
217,10,T17,1.0930430141029452,1.0930430141029452,25,LO
218,10,T18,0.5418680876025709,0.5418680876025709,50,LO
219,10,T19,7.557111318985728,7.557111318985728,1000,LO
220,11,T0,11.698928872648073,11.698928872648073,275,LO
221,11,T1,18.014134289246634,18.014134289246634,925,LO
222,11,T2,36.381140340037895,36.381140340037895,650,LO
223,11,T3,0.4175466279353418,0.8350932558706836,825,HI
224,11,T4,1.129250218110525,1.129250218110525,75,LO
225,11,T5,12.83181544152523,25.66363088305046,900,HI
226,11,T6,37.44926261803613,74.89852523607226,750,HI
227,11,T7,31.179756131331082,31.179756131331082,800,LO
228,11,T8,0.12484976265149939,0.12484976265149939,50,LO
229,11,T9,27.739662676204947,27.739662676204947,775,LO
230,11,T10,4.384930441650041,4.384930441650041,425,LO
231,11,T11,12.92372426855648,12.92372426855648,1000,LO
232,11,T12,51.202958592578824,102.40591718515765,750,HI
233,11,T13,18.368426607155843,18.368426607155843,550,LO
234,11,T14,1.1787266921448825,2.357453384289765,50,HI
235,11,T15,0.245543225614471,0.491086451228942,25,HI
236,11,T16,30.429312563470067,30.429312563470067,850,LO
237,11,T17,8.655559888822633,8.655559888822633,250,LO
238,11,T18,3.373624791418827,3.373624791418827,975,LO
239,11,T19,53.02231615081039,106.04463230162078,275,HI
240,12,T0,0.25687712331956547,0.25687712331956547,200,LO
241,12,T1,38.39019906789264,76.78039813578528,550,HI
242,12,T2,0.22078159903223815,0.4415631980644763,450,HI
243,12,T3,37.64094446917192,37.64094446917192,400,LO
244,12,T4,3.9088898738010442,3.9088898738010442,225,LO
245,12,T5,15.340738387194563,15.340738387194563,600,LO
246,12,T6,1.7296728470881568,1.7296728470881568,450,LO
247,12,T7,19.88069031386254,19.88069031386254,975,LO
248,12,T8,25.625361762416446,25.625361762416446,225,LO
249,12,T9,6.177003445251861,12.354006890503722,100,HI
250,12,T10,0.30463471366191097,0.6092694273238219,400,HI
251,12,T11,4.552553252856841,9.105106505713682,125,HI
252,12,T12,0.18065045841441085,0.3613009168288217,675,HI
253,12,T13,27.776990938108344,55.55398187621669,675,HI
254,12,T14,0.9386782999333126,1.8773565998666253,100,HI
255,12,T15,7.838117841261397,7.838117841261397,150,LO
256,12,T16,3.5581704932551736,3.5581704932551736,850,LO
257,12,T17,18.271639403117128,36.543278806234255,750,HI
258,12,T18,10.28286490462234,10.28286490462234,700,LO
259,12,T19,10.800710552776492,10.800710552776492,100,LO
260,13,T0,21.61805890200348,21.61805890200348,600,LO
261,13,T1,25.362487294182507,25.362487294182507,850,LO
262,13,T2,26.92682385684436,26.92682385684436,500,LO
263,13,T3,32.70411828326942,65.40823656653885,625,HI
264,13,T4,64.98998077291382,64.98998077291382,900,LO
265,13,T5,0.10401717769308177,0.10401717769308177,25,LO
266,13,T6,1.0673132369173124,1.0673132369173124,225,LO
267,13,T7,21.851941002600185,21.851941002600185,1000,LO
268,13,T8,0.9544911419851823,0.9544911419851823,25,LO
269,13,T9,27.539696701676963,55.079393403353926,375,HI
270,13,T10,1.0125532077539385,2.025106415507877,25,HI
271,13,T11,16.58697982707755,16.58697982707755,775,LO
272,13,T12,0.8092396071704061,0.8092396071704061,50,LO
273,13,T13,0.3799398016894967,0.7598796033789934,350,HI
274,13,T14,7.8121131034075,15.624226206815,825,HI
275,13,T15,0.04166176620128345,0.04166176620128345,25,LO
276,13,T16,6.863161733785014,6.863161733785014,325,LO
277,13,T17,11.3079325791595,11.3079325791595,975,LO
278,13,T18,144.1862615522005,288.372523104401,900,HI
279,13,T19,23.35253390196786,46.70506780393572,775,HI
280,14,T0,4.259745337969398,8.519490675938796,125,HI
281,14,T1,32.02778663050642,32.02778663050642,550,LO
282,14,T2,79.9151839844909,79.9151839844909,775,LO
283,14,T3,5.591540201205714,11.183080402411427,725,HI
284,14,T4,25.463307572868356,50.92661514573671,750,HI
285,14,T5,2.3654391347146975,2.3654391347146975,150,LO
286,14,T6,0.8803170952717043,1.7606341905434086,50,HI
287,14,T7,4.176056837253689,8.352113674507377,100,HI
288,14,T8,17.854516323284855,35.70903264656971,425,HI
289,14,T9,17.623874399232648,17.623874399232648,650,LO
290,14,T10,3.6986587744940667,7.397317548988133,125,HI
291,14,T11,10.397052990823951,20.794105981647903,350,HI
292,14,T12,14.180619806222076,28.36123961244415,475,HI
293,14,T13,14.936092394027167,14.936092394027167,400,LO
294,14,T14,6.3486004388884965,12.697200877776993,275,HI
295,14,T15,65.2489703406851,130.4979406813702,800,HI
296,14,T16,11.11660503334748,22.23321006669496,1000,HI
297,14,T17,7.708243596809716,15.416487193619432,1000,HI
298,14,T18,31.760916432424924,31.760916432424924,575,LO
299,14,T19,7.398292227707487,14.796584455414974,550,HI
300,15,T0,10.113104847106715,20.22620969421343,175,HI
301,15,T1,12.555912044536605,12.555912044536605,550,LO
302,15,T2,14.858807158752763,14.858807158752763,200,LO
303,15,T3,42.847513306258115,42.847513306258115,925,LO
304,15,T4,24.55817692840538,24.55817692840538,750,LO
305,15,T5,3.666946794417364,3.666946794417364,700,LO
306,15,T6,6.148609965581617,6.148609965581617,325,LO
307,15,T7,40.93749205542302,81.87498411084604,1000,HI
308,15,T8,1.171322102397987,1.171322102397987,800,LO
309,15,T9,7.859854130928354,15.719708261856708,475,HI
310,15,T10,0.6581456729494423,1.3162913458988845,75,HI
311,15,T11,0.25335566911628693,0.5067113382325739,125,HI
312,15,T12,8.190233655648626,16.380467311297252,150,HI
313,15,T13,60.96191331339285,60.96191331339285,625,LO
314,15,T14,0.005810009598942317,0.005810009598942317,25,LO
315,15,T15,3.0183824781922275,3.0183824781922275,200,LO
316,15,T16,56.18337883820591,56.18337883820591,825,LO
317,15,T17,9.536333525485615,19.07266705097123,850,HI
318,15,T18,15.18071933177382,15.18071933177382,175,LO
319,15,T19,27.007181508826744,27.007181508826744,700,LO
320,16,T0,1.5022923482246708,3.0045846964493417,350,HI
321,16,T1,6.316280914345956,12.632561828691912,350,HI
322,16,T2,91.44484044051676,182.8896808810335,775,HI
323,16,T3,10.087909046686711,10.087909046686711,850,LO
324,16,T4,9.066348557133896,18.132697114267792,350,HI
325,16,T5,16.56709217467705,33.1341843493541,675,HI
326,16,T6,18.187694358460583,18.187694358460583,350,LO
327,16,T7,0.2160413142169179,0.2160413142169179,525,LO
328,16,T8,11.680038442996866,23.36007688599373,900,HI
329,16,T9,22.599009684747774,22.599009684747774,975,LO
330,16,T10,73.72095578500372,73.72095578500372,525,LO
331,16,T11,0.3364109099282864,0.3364109099282864,725,LO
332,16,T12,1.8420262363443296,1.8420262363443296,1000,LO
333,16,T13,10.951677846256475,21.90335569251295,750,HI
334,16,T14,3.877329947833303,3.877329947833303,925,LO
335,16,T15,2.170342648024906,2.170342648024906,150,LO
336,16,T16,24.41173351067593,24.41173351067593,850,LO
337,16,T17,8.617121881497443,8.617121881497443,125,LO
338,16,T18,68.63936185032281,137.27872370064563,725,HI
339,16,T19,40.49796591245805,40.49796591245805,1000,LO
340,17,T0,3.3221989229535787,3.3221989229535787,100,LO
341,17,T1,4.252965974182371,8.505931948364742,950,HI
342,17,T2,107.14061774679584,107.14061774679584,1000,LO
343,17,T3,6.369671498439944,12.739342996879888,100,HI
344,17,T4,1.8369566921173697,3.6739133842347393,550,HI
345,17,T5,8.188108248654027,8.188108248654027,275,LO
346,17,T6,2.744878431782463,2.744878431782463,150,LO
347,17,T7,7.023062977853625,7.023062977853625,425,LO
348,17,T8,10.810935757081094,10.810935757081094,425,LO
349,17,T9,41.652342944794135,41.652342944794135,625,LO
350,17,T10,27.665842899594626,55.33168579918925,825,HI
351,17,T11,0.8857046728426743,1.7714093456853486,100,HI
352,17,T12,1.552404679715963,3.104809359431926,950,HI
353,17,T13,14.153549531039625,28.30709906207925,825,HI
354,17,T14,21.074255091934116,21.074255091934116,925,LO
355,17,T15,24.296739883564143,24.296739883564143,250,LO
356,17,T16,6.120814916339215,6.120814916339215,875,LO
357,17,T17,66.10293665768967,66.10293665768967,600,LO
358,17,T18,22.68919540505773,22.68919540505773,800,LO
359,17,T19,3.0967190879771875,6.193438175954375,650,HI
360,18,T0,2.600047400184524,5.200094800369048,100,HI
361,18,T1,2.731947058743342,2.731947058743342,175,LO
362,18,T2,5.376638070527607,10.753276141055213,175,HI
363,18,T3,5.168897332958988,5.168897332958988,300,LO
364,18,T4,37.33140714288545,37.33140714288545,800,LO
365,18,T5,49.38635231291605,98.7727046258321,725,HI
366,18,T6,84.51185585399446,84.51185585399446,1000,LO
367,18,T7,2.841133377098623,5.682266754197246,275,HI
368,18,T8,22.258237903603806,44.51647580720761,475,HI
369,18,T9,1.023229819084387,1.023229819084387,75,LO
370,18,T10,3.981541825790427,7.963083651580854,750,HI
371,18,T11,30.809173841126874,30.809173841126874,925,LO
372,18,T12,1.0459831597266378,1.0459831597266378,400,LO
373,18,T13,5.004153886059753,5.004153886059753,300,LO
374,18,T14,7.828026853606791,7.828026853606791,375,LO
375,18,T15,134.22871906343715,134.22871906343715,800,LO
376,18,T16,10.265898587220091,10.265898587220091,825,LO
377,18,T17,5.846969234087423,5.846969234087423,225,LO
378,18,T18,10.203317824205033,10.203317824205033,650,LO
379,18,T19,19.803233650187618,19.803233650187618,500,LO
380,19,T0,5.627637928881136,11.255275857762271,100,HI
381,19,T1,71.69902699487993,71.69902699487993,775,LO
382,19,T2,15.463664517780181,15.463664517780181,925,LO
383,19,T3,9.25671511628067,18.51343023256134,150,HI
384,19,T4,15.694843900705475,15.694843900705475,375,LO
385,19,T5,6.223037034167783,6.223037034167783,900,LO
386,19,T6,3.785218551605464,7.570437103210928,725,HI
387,19,T7,31.1677082716586,31.1677082716586,800,LO
388,19,T8,7.809114912788051,15.618229825576101,600,HI
389,19,T9,3.458411728654492,6.916823457308984,125,HI
390,19,T10,10.01256465400755,10.01256465400755,800,LO
391,19,T11,7.055736581859601,7.055736581859601,475,LO
392,19,T12,38.58972271138546,77.17944542277093,300,HI
393,19,T13,0.8640953323196809,1.7281906646393619,200,HI
394,19,T14,4.965218488983889,4.965218488983889,675,LO
395,19,T15,43.79044632450612,87.58089264901224,775,HI
396,19,T16,4.587532166489336,9.175064332978671,275,HI
397,19,T17,3.336547051830253,6.673094103660506,550,HI
398,19,T18,4.005305682764495,4.005305682764495,750,LO
399,19,T19,8.687807678898695,17.37561535779739,100,HI
400,20,T0,13.101427377206543,13.101427377206543,1000,LO
401,20,T1,25.595646595131168,51.191293190262336,750,HI
402,20,T2,4.078607681065264,8.157215362130527,475,HI
403,20,T3,2.935867792923838,5.871735585847676,275,HI
404,20,T4,15.794335675106574,15.794335675106574,700,LO
405,20,T5,5.849914710353787,11.699829420707575,500,HI
406,20,T6,105.96923707513092,105.96923707513092,700,LO
407,20,T7,8.69422380690582,17.38844761381164,475,HI
408,20,T8,1.4048605876290643,1.4048605876290643,575,LO
409,20,T9,31.63365738391274,31.63365738391274,925,LO
410,20,T10,16.741330436683512,33.482660873367024,600,HI
411,20,T11,8.846032358609653,8.846032358609653,375,LO
412,20,T12,69.07358094985031,69.07358094985031,650,LO
413,20,T13,0.06328051759403319,0.12656103518806638,25,HI
414,20,T14,38.33173041605126,76.66346083210252,700,HI
415,20,T15,0.739331338994599,0.739331338994599,150,LO
416,20,T16,49.10989564543384,98.21979129086768,825,HI
417,20,T17,7.978912663113035,7.978912663113035,675,LO
418,20,T18,49.606976257338786,49.606976257338786,575,LO
419,20,T19,5.36069064512182,5.36069064512182,350,LO
420,21,T0,1.914118834192563,1.914118834192563,50,LO
421,21,T1,5.785335045222595,5.785335045222595,425,LO
422,21,T2,17.203708474490934,17.203708474490934,425,LO
423,21,T3,58.37019629276558,116.74039258553115,650,HI
424,21,T4,17.048004057480316,17.048004057480316,750,LO
425,21,T5,24.791189353840927,24.791189353840927,875,LO
426,21,T6,0.6236981940337227,0.6236981940337227,450,LO
427,21,T7,4.802357585017799,9.604715170035599,550,HI
428,21,T8,0.9663069705185906,1.9326139410371812,175,HI
429,21,T9,0.47835645775918256,0.9567129155183651,100,HI
430,21,T10,18.301691703605695,36.60338340721139,975,HI
431,21,T11,11.710337755688682,23.420675511377365,200,HI
432,21,T12,28.264578500069245,56.52915700013849,775,HI
433,21,T13,37.571940312408074,75.14388062481615,725,HI
434,21,T14,78.45875793854074,78.45875793854074,925,LO
435,21,T15,8.835575105654572,8.835575105654572,925,LO
436,21,T16,0.5971387666276695,1.194277533255339,50,HI
437,21,T17,56.448534234682214,112.89706846936443,875,HI
438,21,T18,27.495535233321732,54.991070466643464,300,HI
439,21,T19,9.121627000339412,9.121627000339412,500,LO
440,22,T0,28.757286752608675,28.757286752608675,775,LO
441,22,T1,0.33056213284798075,0.6611242656959615,25,HI
442,22,T2,21.304945955409,21.304945955409,325,LO
443,22,T3,0.987735069012663,1.975470138025326,400,HI
444,22,T4,12.464061503404622,24.928123006809244,375,HI
445,22,T5,5.68022231056918,11.36044462113836,625,HI
446,22,T6,26.37143534482031,52.74287068964062,875,HI
447,22,T7,34.179561077785245,34.179561077785245,500,LO
448,22,T8,11.153580542909511,11.153580542909511,75,LO
449,22,T9,13.24508525044238,26.49017050088476,550,HI
450,22,T10,1.2531073307055633,2.5062146614111267,750,HI
451,22,T11,3.0320302942639765,3.0320302942639765,150,LO
452,22,T12,10.414166388223988,10.414166388223988,525,LO
453,22,T13,4.351939283512303,8.703878567024606,775,HI
454,22,T14,14.447949832136862,14.447949832136862,950,LO
455,22,T15,26.230085123949397,26.230085123949397,375,LO
456,22,T16,3.767204506468235,3.767204506468235,825,LO
457,22,T17,42.169153208205465,42.169153208205465,450,LO
458,22,T18,24.927177965886468,24.927177965886468,900,LO
459,22,T19,5.021236324966596,10.042472649933192,525,HI
460,23,T0,20.55760479939544,41.11520959879088,925,HI
461,23,T1,15.689523000232839,31.379046000465678,875,HI
462,23,T2,10.746728809701695,21.49345761940339,225,HI
463,23,T3,35.30204157614358,70.60408315228716,900,HI
464,23,T4,46.93613639004457,46.93613639004457,675,LO
465,23,T5,3.505174109351117,3.505174109351117,600,LO
466,23,T6,12.739180305084647,25.478360610169293,575,HI
467,23,T7,20.285101326696072,20.285101326696072,150,LO
468,23,T8,13.476792500543466,13.476792500543466,550,LO
469,23,T9,34.26298459888195,34.26298459888195,700,LO
470,23,T10,8.253899411276674,16.507798822553347,750,HI
471,23,T11,15.79838046003776,31.59676092007552,775,HI
472,23,T12,0.05485230950767056,0.10970461901534112,125,HI
473,23,T13,15.718917497194031,15.718917497194031,550,LO
474,23,T14,65.50166859422248,65.50166859422248,775,LO
475,23,T15,4.379325280301997,8.758650560603995,975,HI
476,23,T16,3.524009808705084,7.048019617410168,75,HI
477,23,T17,4.715999423496292,4.715999423496292,250,LO
478,23,T18,8.258582812405013,8.258582812405013,275,LO
479,23,T19,11.736841944972406,11.736841944972406,550,LO
480,24,T0,8.677098368014475,8.677098368014475,50,LO
481,24,T1,1.2029756103058717,1.2029756103058717,25,LO
482,24,T2,3.1753983282721068,6.3507966565442135,125,HI
483,24,T3,14.275778576834874,14.275778576834874,1000,LO
484,24,T4,1.4855943104532976,1.4855943104532976,350,LO
485,24,T5,5.638489681048887,11.276979362097775,825,HI
486,24,T6,24.49468909432746,48.98937818865492,925,HI
487,24,T7,21.258316939455543,21.258316939455543,675,LO
488,24,T8,2.479991197232195,2.479991197232195,900,LO
489,24,T9,17.06613904916512,34.13227809833024,850,HI
490,24,T10,12.783997583812823,12.783997583812823,1000,LO
